x1,x2,x3,x4,x5
6.0,65.0,0.7394169594418536,561.0,1.0
0.0,68.0,0.05088459281383547,562.0,1.0
3.0,55.0,0.4707998283763822,563.0,1.0
6.0,66.0,0.4716415132099087,564.0,1.0
0.0,69.0,0.011261345618877225,565.0,1.0
3.0,56.0,0.2332926558607756,566.0,1.0
2.0,62.0,0.12051825873105118,567.0,1.0
7.0,63.0,0.6245499594921617,568.0,1.0
3.0,57.0,0.19681861215412622,569.0,1.0
5.0,65.0,0.7031613604797011,570.0,1.0
8.0,59.0,0.9909588076663596,571.0,1.0
1.0,60.0,0.308685288634431,572.0,1.0
7.0,64.0,0.8412499364717948,573.0,1.0
3.0,58.0,0.5669913760781201,574.0,1.0
0.0,70.0,0.01497769480870848,575.0,1.0
5.0,66.0,0.5209301961180017,576.0,1.0
5.0,67.0,0.3727049394467301,577.0,1.0
2.0,63.0,0.14670067637140458,578.0,1.0
2.0,64.0,0.28904836721151955,579.0,1.0
4.0,72.0,0.39786563109762874,580.0,1.0
4.0,73.0,0.5439924843754544,581.0,1.0
7.0,65.0,0.6303490153304224,582.0,1.0
7.0,66.0,0.8070496090705419,583.0,1.0
7.0,67.0,0.9101407550219732,584.0,1.0
4.0,74.0,0.32907137187048185,585.0,1.0
8.0,60.0,0.8217093747997692,586.0,1.0
3.0,59.0,0.20250374318566305,587.0,1.0
3.0,60.0,0.6832352533290478,588.0,1.0
1.0,61.0,0.18379310886185443,589.0,1.0
7.0,68.0,0.9326096675053989,590.0,1.0
0.0,71.0,0.54523721782839,591.0,1.0
0.0,72.0,0.2850990635438511,592.0,1.0
3.0,61.0,0.5595711490721528,593.0,1.0
6.0,67.0,0.6425546588283175,594.0,1.0
0.0,73.0,0.03130290563231636,595.0,1.0
0.0,74.0,0.08457318095822415,596.0,1.0
4.0,75.0,0.2975817278745862,597.0,1.0
0.0,75.0,0.09331453697746313,598.0,1.0
6.0,68.0,0.4369941539489577,599.0,1.0
1.0,62.0,0.05366749152780259,600.0,1.0
7.0,69.0,0.6214385321113918,601.0,1.0
0.0,76.0,0.010099851228524246,602.0,1.0
2.0,65.0,0.40443709351176493,603.0,1.0
6.0,69.0,0.6728913023305789,604.0,1.0
3.0,62.0,0.5308155305302135,605.0,1.0
7.0,70.0,0.7499151067324393,606.0,1.0
7.0,71.0,0.5994231617487896,607.0,1.0
7.0,72.0,0.8862053663288386,608.0,1.0
1.0,63.0,0.1166437362700907,609.0,1.0
6.0,70.0,0.6920243112906274,610.0,1.0
1.0,64.0,0.31780269847975007,611.0,1.0
5.0,68.0,0.4996709081309661,612.0,1.0
4.0,76.0,0.6354731772954704,613.0,1.0
6.0,71.0,0.9169214338154021,614.0,1.0
5.0,69.0,0.513603623321942,615.0,1.0
4.0,77.0,0.3006560055768169,616.0,1.0
0.0,77.0,0.03304483926755483,617.0,1.0
4.0,78.0,0.514406884137343,618.0,1.0
5.0,70.0,0.6662272946137525,619.0,1.0
1.0,65.0,0.24919855620637757,620.0,1.0
1.0,66.0,0.23269635352166002,621.0,1.0
7.0,73.0,0.9314774275571814,622.0,1.0
7.0,74.0,0.9297723300515115,623.0,1.0
2.0,66.0,0.5130145491180519,624.0,1.0
6.0,72.0,0.7766062466497254,625.0,1.0
3.0,63.0,0.4692226416318918,626.0,1.0
7.0,75.0,0.9079450968474847,627.0,1.0
6.0,73.0,0.5726890064069636,628.0,1.0
5.0,71.0,0.5635998791183979,629.0,1.0
6.0,74.0,0.8882106460383258,630.0,1.0
4.0,79.0,0.5863116668899324,631.0,1.0
0.0,78.0,0.08231331897254542,632.0,1.0
6.0,75.0,0.4749512894632417,633.0,1.0
6.0,76.0,0.7560604956154171,634.0,1.0
2.0,67.0,0.3985731953859571,635.0,1.0
6.0,77.0,0.7900246732538174,636.0,1.0
1.0,67.0,0.056217256796881325,637.0,1.0
6.0,78.0,0.8010381642151501,638.0,1.0
2.0,68.0,0.30142866302725013,639.0,1.0
8.0,61.0,0.9194548830723045,640.0,1.0
4.0,80.0,0.5770798550869968,641.0,1.0
4.0,81.0,0.7278218061953463,642.0,1.0
3.0,64.0,0.479781111756571,643.0,1.0
3.0,65.0,0.5245126903142471,644.0,1.0
2.0,69.0,0.40877236176702864,645.0,1.0
2.0,70.0,0.12973591934984613,646.0,1.0
3.0,66.0,0.3610200759104749,647.0,1.0
0.0,79.0,0.1268923131754566,648.0,1.0
6.0,79.0,0.5468860769761459,649.0,1.0
6.0,80.0,0.8866226318182996,650.0,1.0
2.0,71.0,0.42279932873955334,651.0,1.0
1.0,68.0,0.21870735699738647,652.0,1.0
2.0,72.0,0.5218532932720009,653.0,1.0
0.0,80.0,0.13061830529844884,654.0,1.0
5.0,72.0,0.6501101938887847,655.0,1.0
0.0,81.0,0.1280215762833343,656.0,1.0
2.0,73.0,0.2583058457973302,657.0,1.0
5.0,73.0,0.8504177457713068,658.0,1.0
3.0,67.0,0.3066082438003303,659.0,1.0
2.0,74.0,0.5181509081708131,660.0,1.0
4.0,82.0,0.42554143658444277,661.0,1.0
5.0,74.0,0.5470571216055428,662.0,1.0
5.0,75.0,0.479776972741518,663.0,1.0
7.0,76.0,0.7759798593051377,664.0,1.0
4.0,83.0,0.587947764394038,665.0,1.0
2.0,75.0,0.21386901110752393,666.0,1.0
0.0,82.0,0.011957632461916686,667.0,1.0
0.0,83.0,0.170496322112809,668.0,1.0
1.0,69.0,0.2693060257875025,669.0,1.0
3.0,68.0,0.5694147618446697,670.0,1.0
3.0,69.0,0.5669712835219832,671.0,1.0
6.0,81.0,0.3674041076797203,672.0,1.0
8.0,62.0,0.9700321643930891,673.0,1.0
3.0,70.0,0.2875443195639447,674.0,1.0
8.0,63.0,0.955401533998626,675.0,1.0
3.0,71.0,0.12271302163284073,676.0,1.0
4.0,84.0,0.3671548139477193,677.0,1.0
2.0,76.0,0.14790068814685578,678.0,1.0
3.0,72.0,0.6667635040672621,679.0,1.0
3.0,73.0,0.22724559876237113,680.0,1.0
0.0,84.0,0.018126010514647774,681.0,1.0
4.0,85.0,0.3996779702732169,682.0,1.0
1.0,70.0,0.4331272844521031,683.0,1.0
3.0,74.0,0.15058090406744226,684.0,1.0
2.0,77.0,0.19696578679478852,685.0,1.0
7.0,77.0,0.7986431005566573,686.0,1.0
2.0,78.0,0.2590061977860284,687.0,1.0
0.0,85.0,0.35290446900969197,688.0,1.0
1.0,71.0,0.16066138095025984,689.0,1.0
1.0,72.0,0.12902589540662804,690.0,1.0
5.0,76.0,0.6813123364636255,691.0,1.0
6.0,82.0,0.6958377646887747,692.0,1.0
2.0,79.0,0.2773331587903319,693.0,1.0
0.0,86.0,0.2100369014309079,694.0,1.0
2.0,80.0,0.28290008129915967,695.0,1.0
2.0,81.0,0.2717918134396888,696.0,1.0
7.0,78.0,0.6333307192093688,697.0,1.0
5.0,77.0,0.595860592839775,698.0,1.0
8.0,64.0,0.7986034754437692,699.0,1.0
6.0,83.0,0.6585393145120971,700.0,1.0
6.0,84.0,0.7450593449579175,701.0,1.0
7.0,79.0,0.754142942293282,702.0,1.0
8.0,65.0,0.8965598868103573,703.0,1.0
5.0,78.0,0.6267190153429589,704.0,1.0
4.0,86.0,0.5715277610700752,705.0,1.0
0.0,87.0,0.08373679118521558,706.0,1.0
2.0,82.0,0.2913549454020226,707.0,1.0
4.0,87.0,0.544448057784343,708.0,1.0
1.0,73.0,0.13167446734527619,709.0,1.0
6.0,85.0,0.8967034319361491,710.0,1.0
7.0,80.0,0.8644664800971072,711.0,1.0
8.0,66.0,0.753059528505612,712.0,1.0
1.0,74.0,0.09244103591549303,713.0,1.0
4.0,88.0,0.4128118761168638,714.0,1.0
8.0,67.0,0.9692271113691339,715.0,1.0
6.0,86.0,0.3944444709772936,716.0,1.0
8.0,68.0,0.725930510468428,717.0,1.0
0.0,88.0,0.22461327069904394,718.0,1.0
4.0,89.0,0.573724946973081,719.0,1.0
6.0,87.0,0.7315712259632678,720.0,1.0
3.0,75.0,0.4738447953442397,721.0,1.0
0.0,89.0,0.038010824292203524,722.0,1.0
8.0,69.0,0.9947146336543168,723.0,1.0
2.0,83.0,0.3386309612306299,724.0,1.0
2.0,84.0,0.32838507381313486,725.0,1.0
2.0,85.0,0.566706835335575,726.0,1.0
6.0,88.0,0.9171856039023653,727.0,1.0
5.0,79.0,0.5619482529614738,728.0,1.0
4.0,90.0,0.2882306884449663,729.0,1.0
2.0,86.0,0.3603508636215405,730.0,1.0
7.0,81.0,0.8975510342505831,731.0,1.0
1.0,75.0,0.18106391149014664,732.0,1.0
6.0,89.0,0.42447280723356806,733.0,1.0
6.0,90.0,0.8547798868508525,734.0,1.0
6.0,91.0,0.8423857622765598,735.0,1.0
2.0,87.0,0.1888761008494984,736.0,1.0
5.0,80.0,0.7401210713594504,737.0,1.0
5.0,81.0,0.6009481009032115,738.0,1.0
7.0,82.0,0.8513027309512886,739.0,1.0
5.0,82.0,0.5152034754330317,740.0,1.0
1.0,76.0,0.15162196847012513,741.0,1.0
7.0,83.0,0.6930175851371192,742.0,1.0
2.0,88.0,0.2846211007705492,743.0,1.0
4.0,91.0,0.3440486710649076,744.0,1.0
5.0,83.0,0.5748497887499343,745.0,1.0
0.0,90.0,0.025859305871887055,746.0,1.0
0.0,91.0,0.09455793142418814,747.0,1.0
4.0,92.0,0.5189427619529546,748.0,1.0
1.0,77.0,0.08009990381987639,749.0,1.0
6.0,92.0,0.3595553274850326,750.0,1.0
0.0,92.0,0.28068086167774114,751.0,1.0
0.0,93.0,0.00221276886929645,752.0,1.0
6.0,93.0,0.6790537117448117,753.0,1.0
6.0,94.0,0.6514368417317511,754.0,1.0
1.0,78.0,0.19046882533818396,755.0,1.0
6.0,95.0,0.8212391095579272,756.0,1.0
8.0,70.0,0.968203630570642,757.0,1.0
2.0,89.0,0.16368820113513838,758.0,1.0
3.0,76.0,0.25379682466245634,759.0,1.0
0.0,94.0,0.21461868571478662,760.0,1.0
1.0,79.0,0.17056230417090554,761.0,1.0
7.0,84.0,0.8637490890983576,762.0,1.0
0.0,95.0,0.041586201270675645,763.0,1.0
3.0,77.0,0.45516985121590275,764.0,1.0
5.0,84.0,0.7858043122644789,765.0,1.0
3.0,78.0,0.5250139789256921,766.0,1.0
5.0,85.0,0.7799626091065287,767.0,1.0
8.0,71.0,0.8828683921631675,768.0,1.0
5.0,86.0,0.6540719867121022,769.0,1.0
1.0,80.0,0.047291945340202,770.0,1.0
3.0,79.0,0.5005078858821642,771.0,1.0
8.0,72.0,0.8875672629319593,772.0,1.0
1.0,81.0,0.10220094703642793,773.0,1.0
6.0,96.0,0.6800558515038657,774.0,1.0
5.0,87.0,0.6937245003779712,775.0,1.0
5.0,88.0,0.49052264338110785,776.0,1.0
3.0,80.0,0.5504929753469523,777.0,1.0
3.0,81.0,0.21171156885993445,778.0,1.0
8.0,73.0,0.8396747648758914,779.0,1.0
7.0,85.0,0.8080434402229625,780.0,1.0
0.0,96.0,0.08157167440326263,781.0,1.0
5.0,89.0,0.7832741893896797,782.0,1.0
1.0,82.0,0.1630642201994103,783.0,1.0
3.0,82.0,0.07091431232478504,784.0,1.0
2.0,90.0,0.2892498196912161,785.0,1.0
5.0,90.0,0.332988427179189,786.0,1.0
1.0,83.0,0.10561122354891705,787.0,1.0
8.0,74.0,0.9209348952596246,788.0,1.0
2.0,91.0,0.3626527854660884,789.0,1.0
5.0,91.0,0.706812723768064,790.0,1.0
8.0,75.0,0.9906874558948584,791.0,1.0
6.0,97.0,0.5798249781143664,792.0,1.0
7.0,86.0,0.42148667243505744,793.0,1.0
4.0,93.0,0.6760023554344542,794.0,1.0
8.0,76.0,0.7587369931510987,795.0,1.0
4.0,94.0,0.5342589280871576,796.0,1.0
4.0,95.0,0.4184478079331116,797.0,1.0
7.0,87.0,0.6219534036407877,798.0,1.0
6.0,98.0,0.7972672759981078,799.0,1.0
7.0,88.0,0.6124638550959842,800.0,1.0
5.0,92.0,0.41882297738555474,801.0,1.0
8.0,77.0,0.9534813028186737,802.0,1.0
7.0,89.0,0.7852939140590578,803.0,1.0
4.0,96.0,0.2453419132415108,804.0,1.0
1.0,84.0,0.3069532646358506,805.0,1.0
0.0,97.0,0.20786221797401477,806.0,1.0
5.0,93.0,0.7097427501587813,807.0,1.0
1.0,85.0,0.23607343480551388,808.0,1.0
5.0,94.0,0.5580748622900923,809.0,1.0
4.0,97.0,0.4428541349613326,810.0,1.0
3.0,83.0,0.25386827041266496,811.0,1.0
7.0,90.0,0.9951032581929914,812.0,1.0
6.0,99.0,0.972306785603121,813.0,1.0
1.0,86.0,0.15417702511867235,814.0,1.0
6.0,100.0,0.471075132110489,815.0,1.0
7.0,91.0,0.8027785954042983,816.0,1.0
5.0,95.0,0.34377591624242476,817.0,1.0
2.0,92.0,0.20949569738924945,818.0,1.0
8.0,78.0,0.9255281446304066,819.0,1.0
3.0,84.0,0.5601178747049711,820.0,1.0
0.0,98.0,0.18583197383911823,821.0,1.0
8.0,79.0,0.9998551042055208,822.0,1.0
4.0,98.0,0.3675835018170312,823.0,1.0
1.0,87.0,0.10981340658313593,824.0,1.0
5.0,96.0,0.500412750847415,825.0,1.0
0.0,99.0,0.061530671762994746,826.0,1.0
4.0,99.0,0.5957947889347944,827.0,1.0
6.0,101.0,0.8247427714998388,828.0,1.0
7.0,92.0,0.9690355376007308,829.0,1.0
8.0,80.0,0.982730949606367,830.0,1.0
6.0,102.0,0.4324622123775579,831.0,1.0
0.0,100.0,0.012583062166000102,832.0,1.0
7.0,93.0,0.962522116165532,833.0,1.0
6.0,103.0,0.700204856062102,834.0,1.0
8.0,81.0,0.9932228351660438,835.0,1.0
8.0,82.0,0.9114403736913511,836.0,1.0
5.0,97.0,0.8322566871407913,837.0,1.0
2.0,93.0,0.4278319505521526,838.0,1.0
1.0,88.0,0.21064276889682604,839.0,1.0
5.0,98.0,0.6722482556330909,840.0,1.0
0.0,101.0,0.15069642665668032,841.0,1.0
7.0,94.0,0.917581691970143,842.0,1.0
0.0,102.0,0.054021872664180556,843.0,1.0
4.0,100.0,0.43093294028943874,844.0,1.0
3.0,85.0,0.36180717732841694,845.0,1.0
2.0,94.0,0.23847366258024613,846.0,1.0
6.0,104.0,0.9151594755425195,847.0,1.0
0.0,103.0,0.12020315316831968,848.0,1.0
3.0,86.0,0.49666660221263875,849.0,1.0
8.0,83.0,0.9768022799497704,850.0,1.0
3.0,87.0,0.4131844323394532,851.0,1.0
0.0,104.0,0.027706490405754368,852.0,1.0
7.0,95.0,0.7561541160629929,853.0,1.0
2.0,95.0,0.26733014837922425,854.0,1.0
8.0,84.0,0.9339332213245037,855.0,1.0
8.0,85.0,0.92715373630573,856.0,1.0
1.0,89.0,0.2324561642907029,857.0,1.0
5.0,99.0,0.5705090715513309,858.0,1.0
1.0,90.0,0.08641802224032326,859.0,1.0
7.0,96.0,0.7561927800116335,860.0,1.0
3.0,88.0,0.15903144323326676,861.0,1.0
0.0,105.0,0.07581343029835491,862.0,1.0
5.0,100.0,0.36483735184630317,863.0,1.0
3.0,89.0,0.5517455699016288,864.0,1.0
1.0,91.0,0.16631255888291477,865.0,1.0
8.0,86.0,0.7301653039533815,866.0,1.0
7.0,97.0,0.7953807829142383,867.0,1.0
4.0,101.0,0.6093142306458785,868.0,1.0
7.0,98.0,0.7380547341072301,869.0,1.0
1.0,92.0,0.10908524017525474,870.0,1.0
0.0,106.0,0.09506295436826527,871.0,1.0
6.0,105.0,0.8015673798799792,872.0,1.0
7.0,99.0,0.9125796305213864,873.0,1.0
5.0,101.0,0.7159215899035468,874.0,1.0
7.0,100.0,0.6095429899905922,875.0,1.0
6.0,106.0,0.7187209326233432,876.0,1.0
1.0,93.0,0.5607250128992616,877.0,1.0
7.0,101.0,0.8844143848023975,878.0,1.0
3.0,90.0,0.25276562387995305,879.0,1.0
6.0,107.0,0.7153607994286388,880.0,1.0
2.0,96.0,0.0854275504719451,881.0,1.0
3.0,91.0,0.4645940028845792,882.0,1.0
3.0,92.0,0.44039674194167966,883.0,1.0
4.0,102.0,0.6857846146428961,884.0,1.0
6.0,108.0,0.7300380248328433,885.0,1.0
2.0,97.0,0.15698636010732323,886.0,1.0
2.0,98.0,0.5633937818160394,887.0,1.0
2.0,99.0,0.3624050384279121,888.0,1.0
1.0,94.0,0.08688167178423215,889.0,1.0
3.0,93.0,0.6089282298572276,890.0,1.0
5.0,102.0,0.5248070698696172,891.0,1.0
5.0,103.0,0.6914734079079647,892.0,1.0
3.0,94.0,0.4947948846797033,893.0,1.0
6.0,109.0,0.6447078186381616,894.0,1.0
4.0,103.0,0.7741377591362026,895.0,1.0
3.0,95.0,0.5699777953259995,896.0,1.0
8.0,87.0,0.8775979539045428,897.0,1.0
7.0,102.0,0.9337885403728633,898.0,1.0
1.0,95.0,0.09664211435280455,899.0,1.0
5.0,104.0,0.40847373801837594,900.0,1.0
0.0,107.0,0.13480536923937284,901.0,1.0
0.0,108.0,0.12772746004832433,902.0,1.0
3.0,96.0,0.5905778437272367,903.0,1.0
0.0,109.0,0.25715015686246145,904.0,1.0
6.0,110.0,0.7200605578219091,905.0,1.0
1.0,96.0,0.04998631157209033,906.0,1.0
4.0,104.0,0.6853657574770389,907.0,1.0
4.0,105.0,0.20619923487659383,908.0,1.0
3.0,97.0,0.3448219409287327,909.0,1.0
0.0,110.0,0.05078280178660913,910.0,1.0
7.0,103.0,0.8723812193644102,911.0,1.0
2.0,100.0,0.12313300242597067,912.0,1.0
6.0,111.0,0.6760976469141242,913.0,1.0
5.0,105.0,0.5257563989874244,914.0,1.0
0.0,111.0,0.123386828302633,915.0,1.0
0.0,112.0,0.43438618830265124,916.0,1.0
7.0,104.0,0.7915690852679642,917.0,1.0
3.0,98.0,0.45033588948987036,918.0,1.0
4.0,106.0,0.2658530072833101,919.0,1.0
4.0,107.0,0.44040153518857716,920.0,1.0
3.0,99.0,0.3318745309289884,921.0,1.0
1.0,97.0,0.25198759027293977,922.0,1.0
8.0,88.0,0.7372973836644652,923.0,1.0
1.0,98.0,0.3249169583603508,924.0,1.0
6.0,112.0,0.6697661321158493,925.0,1.0
1.0,99.0,0.39296150054798595,926.0,1.0
4.0,108.0,0.5180869935811884,927.0,1.0
2.0,101.0,0.3611163073579338,928.0,1.0
3.0,100.0,0.4227364687338089,929.0,1.0
3.0,101.0,0.27434441355205,930.0,1.0
3.0,102.0,0.46698535760008436,931.0,1.0
0.0,113.0,0.269813821330826,932.0,1.0
2.0,102.0,0.1007956086446558,933.0,1.0
5.0,106.0,0.5197686086901406,934.0,1.0
8.0,89.0,0.9344495987148671,935.0,1.0
7.0,105.0,0.9108729456525055,936.0,1.0
2.0,103.0,0.12144123100739897,937.0,1.0
4.0,109.0,0.5790821924073084,938.0,1.0
8.0,90.0,0.9663906077980637,939.0,1.0
8.0,91.0,0.9802542882014719,940.0,1.0
3.0,103.0,0.1370309591762654,941.0,1.0
8.0,92.0,0.9795849285366072,942.0,1.0
1.0,100.0,0.4380974616844831,943.0,1.0
4.0,110.0,0.38294431340613777,944.0,1.0
7.0,106.0,0.8670245298506369,945.0,1.0
6.0,113.0,0.8348064806542436,946.0,1.0
8.0,93.0,0.7752050313028944,947.0,1.0
7.0,107.0,0.599392372388529,948.0,1.0
3.0,104.0,0.5259799393483272,949.0,1.0
3.0,105.0,0.3034657044396809,950.0,1.0
1.0,101.0,0.5564966515407891,951.0,1.0
3.0,106.0,0.4452131521144336,952.0,1.0
2.0,104.0,0.20743793035673072,953.0,1.0
3.0,107.0,0.4005852108913116,954.0,1.0
6.0,114.0,0.6882205680957193,955.0,1.0
1.0,102.0,0.10688258034323517,956.0,1.0
5.0,107.0,0.5849458399909013,957.0,1.0
8.0,94.0,0.9486364783110559,958.0,1.0
0.0,114.0,0.09786244992591296,959.0,1.0
8.0,95.0,0.9620726990668252,960.0,1.0
1.0,103.0,0.0937029819182276,961.0,1.0
8.0,96.0,0.5922143071693169,962.0,1.0
6.0,115.0,0.7156769972841134,963.0,1.0
5.0,108.0,0.3081664080283487,964.0,1.0
6.0,116.0,0.9163294900810409,965.0,1.0
7.0,108.0,0.9702973262535477,966.0,1.0
6.0,117.0,0.9310816364500608,967.0,1.0
2.0,105.0,0.2302189779958406,968.0,1.0
5.0,109.0,0.20291650900067756,969.0,1.0
2.0,106.0,0.23432142629882358,970.0,1.0
0.0,115.0,0.09919943860732114,971.0,1.0
7.0,109.0,0.7465200430604971,972.0,1.0
2.0,107.0,0.13362414388524393,973.0,1.0
3.0,108.0,0.341444597102731,974.0,1.0
7.0,110.0,0.9203136424731124,975.0,1.0
4.0,111.0,0.5203030787220391,976.0,1.0
8.0,97.0,0.7653589778258499,977.0,1.0
1.0,104.0,0.12798852565440413,978.0,1.0
1.0,105.0,0.12678055751967315,979.0,1.0
4.0,112.0,0.5106842122482587,980.0,1.0
8.0,98.0,0.8581790946171398,981.0,1.0
7.0,111.0,0.8007154713030701,982.0,1.0
0.0,116.0,0.01970838707103639,983.0,1.0
8.0,99.0,0.9748813628597097,984.0,1.0
4.0,113.0,0.45167847356214363,985.0,1.0
3.0,109.0,0.24374362129079383,986.0,1.0
4.0,114.0,0.49505362069886505,987.0,1.0
0.0,117.0,0.005286255124358692,988.0,1.0
5.0,110.0,0.6898643065264934,989.0,1.0
3.0,110.0,0.46732560863442807,990.0,1.0
8.0,100.0,0.9987216149167234,991.0,1.0
8.0,101.0,0.9765285425987764,992.0,1.0
2.0,108.0,0.18577693542751697,993.0,1.0
8.0,102.0,0.7894269278310572,994.0,1.0
3.0,111.0,0.5063672438175213,995.0,1.0
1.0,106.0,0.07000958106798125,996.0,1.0
5.0,111.0,0.6182903865447197,997.0,1.0
5.0,112.0,0.36496737034597276,998.0,1.0
2.0,109.0,0.23274942479084137,999.0,1.0
0.0,118.0,0.007413801052551196,1000.0,1.0
